source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.971642,0.88791,5.36,2150,887,235,138,"0.000..180.000 x, -273.977..-63.125 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03_pack,drawing,page_01,True,0.959124,mupdf_svg_paths,0.920759,0.879469,5.606,2116,877,275,164,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан _ МЧ00.73.00.03_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.193070; source_crop_corr=0.180108; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.963015,0.899714,5.924,1613,875,66,27,"0.000..171.884 x, -276.977..-57.560 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.963015,0.899714,5.894,2421,953,230,137,"0.000..174.731 x, -273.977..-21.002 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Клапан обратный _ МЧ00.73.00.00.сб_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.966951,0.88952,4.236,1251,618,77,42,"0.000..157.012 x, -276.977..-20.264 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.966951,0.88952,6.827,2705,1147,273,158,"0.000..174.731 x, -273.977..-21.222 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Корпус _ МЧ00.73.00.01_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.977276,0.883701,2.16,548,315,73,43,"0.000..180.000 x, -276.977..-120.551 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.977276,0.883701,5.027,2296,934,246,147,"0.000..180.000 x, -273.977..-73.247 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Наконечник _ МЧ00.73.00.04_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05_pack,drawing,page_01,True,0.942783,mupdf_svg_paths,0.905072,0.899424,8.337,3352,1171,313,191,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Пружина _ МЧ00.73.00.05_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.212029; source_crop_corr=0.162355; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация_pack,drawing,page_01,True,0.926327,mupdf_svg_paths,0.889274,0.852017,13.028,4572,1925,580,393,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Спецификация_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.205629; source_crop_corr=0.107768; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
