source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\26 вариант\1.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\1_pack,drawing,page_01,True,0.950035,mupdf_svg_paths,0.912034,0.879656,7.436,2605,1051,317,202,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\1_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\1_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\1_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\1_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.200974; source_crop_corr=0.166999; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\2.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.966152,0.879979,3.391,625,367,64,35,"0.000..173.441 x, -276.977..-56.392 y",C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\26 вариант\2.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.966152,0.879979,6.105,2133,1006,248,150,"0.000..174.731 x, -273.977..-18.029 y",C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\2_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1)_pack,drawing,page_01,True,0.959606,mupdf_svg_paths,0.921222,0.888233,6.002,2307,892,269,167,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (1)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.222626; source_crop_corr=0.203062; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2)_pack,drawing,page_01,True,0.958083,mupdf_svg_paths,0.91976,0.888853,6.2,2384,940,273,168,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (2)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.217190; source_crop_corr=0.192113; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3)_pack,drawing,page_01,True,0.951679,mupdf_svg_paths,0.913612,0.883916,7.431,2791,1107,322,199,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (3)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.222195; source_crop_corr=0.186780; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.976911,0.883286,2.757,576,373,48,19,"0.000..180.000 x, -276.977..-99.025 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.976911,0.883286,4.965,2294,998,267,162,"0.000..180.000 x, -273.977..-69.744 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (4)_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5).pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5)_pack,drawing,page_01,True,0.932852,mupdf_svg_paths,0.895538,0.872575,11.59,2929,1209,363,243,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\3 (5)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.179100; source_crop_corr=0.095278; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.971642,0.88791,3.699,636,364,63,37,"0.000..180.000 x, -276.977..-74.223 y",C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\26 вариант\Гайка _ МЧ00.73.00.02_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
