source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 10.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.980506,0.9595,12.226,1571,355,28,23,"0.000..180.000 x, -282.323..-27.677 y",C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_01.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_01.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_01.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_01.svg,scale=0.8781; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 10.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.980506,0.9595,6.643,1578,480,50,31,"0.000..180.000 x, -279.323..-24.677 y",C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_02.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_02.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_02.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 10_pack\pages\pass_02.svg,scale=0.8781; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
