source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 1.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 1_pack,drawing,page_01,True,0.971428,6.607,6435,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Начерт\1 вариант\Задача 1_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 1_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 1_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 1_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; source_crop_iou=0.121747; source_crop_corr=0.206866; detail_scale=1.0; frame_scale_x=0.9729; frame_scale_y=0.9822; header_scale_x=0.8571; header_scale_y=0.9427; header_content_paths=104; header_text_paths=0; header_thumb_target_w=33.46; header_text_scale=0.8571; detail_bbox=160.54x207.93 mm; condition_images_recovered=0; point_boxes_replaced=36; left_strip_removed=True; outer_border_removed=True
