source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\3 вариант\_generated_pdf\Задача 6.pdf,C:\plotter_pdf\Начерт\3 вариант\Задача 6_pack,drawing,page_01,True,0.979548,a4_hybrid_frame,0.940366,0.984208,5.161,5514,467,40,2,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Начерт\3 вариант\Задача 6_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\3 вариант\Задача 6_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\3 вариант\Задача 6_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\3 вариант\Задача 6_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; source_crop_iou=0.177649; source_crop_corr=0.138193; detail_scale=1.0; frame_scale_x=0.9727; frame_scale_y=0.9824; header_scale_x=0.9672; header_scale_y=0.9787; header_content_paths=32; header_text_paths=0; header_thumb_target_w=37.76; header_text_scale=0.9672; detail_bbox=174.58x214.00 mm; condition_images_recovered=0; point_boxes_replaced=0; title_block_text_lines=0; title_block_text_rendered=0; left_strip_removed=True; outer_border_removed=True
