source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 7.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 7_pack,drawing,page_01,True,0.982656,4.486,5231,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Начерт\1 вариант\Задача 7_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 7_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 7_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 7_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; source_crop_iou=0.029838; source_crop_corr=0.020705; detail_scale=1.0; frame_scale_x=0.9729; frame_scale_y=0.9822; header_scale_x=0.8571; header_scale_y=0.9427; header_content_paths=81; header_text_paths=0; header_thumb_target_w=33.46; header_text_scale=0.8571; detail_bbox=174.61x209.69 mm; condition_images_recovered=0; point_boxes_replaced=8; left_strip_removed=True; outer_border_removed=True
