source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack,drawing,pass_01,True,,12.061,9393,"0.000..180.000 x, -282.278..-27.722 y",C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_01.svg,scale=0.606; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack,drawing,pass_02,True,,9.852,8385,"0.000..180.000 x, -279.278..-24.722 y",C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.01 Корпус_pack\pages\pass_02.svg,scale=0.606; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
