mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
sketch,2202,127261,53250.993,22183,11162,2211,0.000,174.997,-253.321,0.000
