source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.968611,0.885567,5.117,1684,773,115,73,"0.000..171.495 x, -276.977..-34.591 y",C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.968611,0.885567,5.085,2298,957,254,157,"0.000..174.731 x, -273.977..-51.135 y",C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
