mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
classic,3932,70409,119647.232,31220,11787,3885,0.000,174.873,-253.206,0.000
