source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.971674,0.964107,8.297,2275,651,11,5,"0.000..180.000 x, -285.482..-37.776 y",C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_01.svg,scale=0.6366; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.971674,0.964107,7.744,2865,589,22,15,"0.000..180.000 x, -282.482..-21.518 y",C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.01 Корпус_pack\pages\pass_02.svg,scale=0.6366; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
