mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
sketch,1026,69482,35620.011,14996,9827,1035,0.000,174.847,-253.262,0.000
