mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
portrait,4873,59025,51762.091,27014,22121,4879,0.000,174.995,-253.328,0.000
