source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\9 вариант\1.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\1_pack,drawing,page_01,True,0.953783,mupdf_svg_paths,0.915632,0.88969,6.871,2234,903,259,153,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\1_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\1_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\1_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\1_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.202777; source_crop_corr=0.173985; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\2_1.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.972782,0.887495,2.286,540,231,35,24,"0.000..180.000 x, -276.977..-62.699 y",C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\2_1.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.972782,0.887495,5.588,2043,932,248,147,"0.000..180.000 x, -272.977..-11.592 y",C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_1_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\2_2.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.974749,0.883151,2.265,485,255,35,24,"0.000..154.054 x, -276.977..-88.705 y",C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\2_2.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.974749,0.883151,4.99,1973,921,247,147,"0.000..174.731 x, -272.977..-11.592 y",C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\2_2_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.975412,0.905316,2.971,565,357,47,26,"0.000..167.991 x, -276.977..-80.523 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.975412,0.905316,4.724,1843,736,169,98,"0.000..174.731 x, -272.977..-73.358 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (1)_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2)_pack,drawing,page_01,True,0.932783,mupdf_svg_paths,0.895472,0.871763,11.602,2900,1215,362,242,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (2)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.179832; source_crop_corr=0.093556; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3)_pack,drawing,page_01,True,0.949716,mupdf_svg_paths,0.911727,0.892351,7.947,2830,1101,299,178,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (3)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.234589; source_crop_corr=0.200986; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4)_pack,drawing,page_01,True,0.951564,mupdf_svg_paths,0.913501,0.890368,7.319,2685,1043,294,179,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (4)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.222655; source_crop_corr=0.193843; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
