source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.96613,0.830797,7.77,2088,1364,322,181,"0.000..170.101 x, -280.461..-9.539 y",C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_01.svg,scale=0.9122; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.96613,0.830797,5.01,1640,770,238,173,"0.000..176.237 x, -272.904..-7.765 y",C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.00 СБ Клапан_pack\pages\pass_02.svg,scale=0.9122; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
