source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 6.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 6_pack,drawing,page_01,True,0.976855,5.522,4049,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Начерт\1 вариант\Задача 6_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 6_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 6_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 6_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; detail_scale=1.0; frame_scale_x=1.0941; frame_scale_y=0.9822; header_scale_x=1.0000; header_scale_y=0.9822; header_content_paths=92; header_text_paths=20; header_thumb_target_w=60.00; header_text_scale=0.9200; detail_bbox=164.50x193.00 mm; condition_images_recovered=1; point_boxes_replaced=18; left_strip_removed=True; outer_border_removed=True
