mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
sketch,1005,47148,22277.543,7153,2133,1002,0.000,153.863,-223.656,0.000
