mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
hatch,1385,55273,47514.18,15674,8963,1341,0.000,174.857,-253.108,0.000
