source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка.pdf,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка_pack,drawing,page_01,True,0.950629,mupdf_svg_paths,0.912604,0.826816,6.223,1803,934,334,247,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.05 Рукоятка_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.193783; source_crop_corr=0.147959; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_clean_bbox_scale=0.972991; clipped_segments=0
