mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
classic,2113,52765,68274.524,20790,10217,2115,0.000,174.858,-253.190,0.000
