mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
hatch,2624,87878,62016.842,25367,12525,2568,-0.122,179.876,-259.834,0.000
