source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 3.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack,drawing,pass_01,True,,9.285,1440,"0.000..180.000 x, -282.281..-27.719 y",C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_01.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_01.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_01.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_01.svg,scale=0.8571; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 3.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack,drawing,pass_02,True,,6.372,2069,"0.000..180.000 x, -279.281..-24.719 y",C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_02.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_02.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_02.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 3_pack\pages\pass_02.svg,scale=0.8571; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
