mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
sketch,443,30506,21285.118,8981,6725,452,0.000,174.622,-253.278,0.000
