source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 10.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.988725,0.928082,8.679,3242,1087,184,71,"0.000..180.000 x, -282.415..-27.585 y",C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_01.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_01.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_01.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_01.svg,scale=0.8572; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 10.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.988725,0.928082,5.856,1114,309,50,22,"0.000..180.000 x, -279.172..-24.585 y",C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_02.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_02.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_02.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 10_pack\pages\pass_02.svg,scale=0.8572; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
