source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 8.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 8_pack,drawing,page_01,True,0.977058,a4_hybrid_frame,0.937976,0.977037,8.392,8916,722,58,34,"0.000..180.000 x, -292.708..-17.316 y",C:\plotter_pdf\Начерт\24 варинт\Задача 8_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 8_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 8_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 8_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; source_crop_iou=0.159459; source_crop_corr=0.108384; detail_scale=1.0; frame_scale_x=0.9728; frame_scale_y=0.9753; header_scale_x=0.9728; header_scale_y=0.9753; header_content_paths=140; header_text_paths=16; header_thumb_target_w=60.00; header_text_scale=0.9200; detail_bbox=179.88x226.57 mm; condition_images_recovered=0; point_boxes_replaced=0; title_block_text_lines=0; title_block_text_rendered=0; left_strip_removed=True; outer_border_removed=True
