source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка_pack,drawing,page_01,True,0.972236,forced_a4_single_page,0.933347,0.951779,5.618,2059,534,107,37,"0.000..180.000 x, -282.326..-7.674 y",C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.02 Крышка_pack\pages\page_01.svg,variant=forced_a4_single_page; scale=0.67; clipping=False; forced_a4_single_page=True; kompas_text_reroute=True; kompas_text_lines=42; kompas_text_rendered=221
