source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.968611,0.885567,5.117,1684,773,115,73,"0.000..171.495 x, -276.977..-34.591 y",C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.968611,0.885567,5.085,2298,957,254,157,"0.000..174.731 x, -273.977..-51.135 y",C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\01_Корпус_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка_pack,drawing,page_01,True,0.955473,mupdf_svg_paths,0.917254,0.892504,6.685,2604,1041,275,174,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\02_Пробка_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.220543; source_crop_corr=0.197266; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.974615,0.892223,2.877,954,443,86,55,"0.000..180.000 x, -276.977..-29.218 y",C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.974615,0.892223,4.843,1930,771,208,121,"0.000..180.000 x, -273.977..-53.854 y",C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\03_Крышка_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка_pack,drawing,page_01,True,0.958259,mupdf_svg_paths,0.919929,0.900687,5.943,2239,889,226,138,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\04_Рукоятка_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.213620; source_crop_corr=0.191719; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка_pack,drawing,page_01,True,0.962165,mupdf_svg_paths,0.923678,0.891189,5.391,2116,860,236,157,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\05_Втулка_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.208271; source_crop_corr=0.193127; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено_pack,drawing,page_01,True,0.945558,mupdf_svg_paths,0.907736,0.888733,8.521,2931,1232,306,193,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\06_Колено_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.205230; source_crop_corr=0.140210; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\1.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\1_pack,drawing,page_01,True,0.95287,mupdf_svg_paths,0.914755,0.881397,7.008,2564,1053,308,192,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\1_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\1_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\1_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\1_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.211080; source_crop_corr=0.185322; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\2.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.973846,0.886942,2.684,784,394,63,34,"0.000..149.693 x, -276.977..-61.064 y",C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
