source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\3 вариант\2.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.973846,0.886942,5.118,2078,962,235,145,"0.000..175.191 x, -273.977..-28.507 y",C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\2_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.969362,0.887054,3.883,787,503,78,39,"0.000..180.000 x, -276.977..-97.583 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.969362,0.887054,6.412,2698,1084,259,161,"0.000..180.000 x, -273.977..-72.621 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (1)_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2)_pack,drawing,page_01,True,0.932824,mupdf_svg_paths,0.895511,0.869644,11.581,2884,1208,368,247,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (2)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.179611; source_crop_corr=0.096137; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3)_pack,drawing,page_01,True,0.952535,mupdf_svg_paths,0.914434,0.883734,7.107,2606,1029,303,198,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (3)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.213975; source_crop_corr=0.193138; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4)_pack,drawing,page_01,True,0.951352,mupdf_svg_paths,0.913298,0.884523,7.755,2634,1083,305,186,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (4)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.225573; source_crop_corr=0.185650; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5).pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5)_pack,drawing,page_01,True,0.948677,mupdf_svg_paths,0.91073,0.879139,7.746,2839,1143,337,219,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\3 (5)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.208415; source_crop_corr=0.169587; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.962959,0.894066,5.944,1390,868,68,35,"0.000..180.000 x, -276.977..-48.840 y",C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.962959,0.894066,5.634,2359,965,231,139,"0.000..180.000 x, -273.977..-43.193 y",C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной сборочный чертеж_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация_pack,drawing,page_01,True,0.925819,mupdf_svg_paths,0.888786,0.833178,13.172,4524,2023,666,456,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\3 вариант\Кран сливной спецификация_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.207557; source_crop_corr=0.104875; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
