source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_01,True,0.936269,10.118,16175,"1.159..178.803 x, -295.000..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_01.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_01.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_01.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_01.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_02,True,0.965732,3.655,6048,"0.000..180.000 x, -284.088..-25.878 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_02.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_02.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_02.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_02.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_03,True,0.94789,3.676,5380,"1.906..178.205 x, -294.912..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_03.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_03.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_03.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_03.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_04,True,0.968825,3.652,822,"5.766..174.237 x, -295.000..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_04.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_04.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_04.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_04.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_05,True,0.933831,9.284,15820,"1.404..178.596 x, -295.000..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_05.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_05.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_05.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_05.svg,font=Bad Script; fallback=raster_rewrite
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_06,True,0.943709,6.043,9015,"0.000..180.000 x, -293.017..-16.960 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_06.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_06.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_06.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_06.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_07,True,0.952512,3.949,4379,"0.469..179.411 x, -295.000..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_07.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_07.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_07.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_07.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_08,True,0.969952,2.908,4012,"0.000..179.981 x, -290.526..-19.454 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_08.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_08.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_08.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_08.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_09,True,0.953502,2.936,4712,"0.023..179.970 x, -228.425..-81.579 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_09.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_09.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_09.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_09.svg,font=Bad Script
C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack,toe_handwriting,page_10,True,0.947119,11.964,19382,"1.747..178.290 x, -295.000..-15.000 y",C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_10.nc,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_10.gcode,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_10.pdf,C:\plotter_pdf\1\TOE_Zadachi_1_2_Variant_25_pack\pages\page_10.svg,font=Bad Script
