source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\24 варинт\_generated_pdf\Задача 7.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 7_pack,drawing,page_01,True,0.953648,11.014,12851,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Начерт\24 варинт\Задача 7_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\24 варинт\Задача 7_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\24 варинт\Задача 7_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\24 варинт\Задача 7_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; detail_scale=1.0; frame_scale_x=0.9728; frame_scale_y=0.9753; detail_bbox=178.47x219.53 mm; left_strip_removed=True; outer_border_removed=True
