source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак_pack,drawing,page_01,True,0.957547,mupdf_svg_paths,0.919245,0.964722,6.387,1963,485,54,45,"0.000..180.000 x, -294.634..-15.366 y",C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\8 вариант\МЧ00.01.00.03 Колпак_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.973; clipping=False; source_crop_iou=0.347523; source_crop_corr=0.372296; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True
