mode,polylines,points,draw_length_mm,gcode_lines,draw_moves,travel_moves,bounds_min_x,bounds_max_x,bounds_min_y,bounds_max_y
sketch,1072,78125,51445.872,11363,10278,1071,0.000,174.961,-252.794,0.000
