source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо.pdf,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо_pack,drawing,page_01,True,0.96664,mupdf_svg_paths,0.927974,0.778519,3.996,1387,803,352,245,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\22 вариант\МЧ00.60.00.09 Кольцо_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.8528; clipping=False; source_crop_iou=0.323061; source_crop_corr=0.382783; work_area_frame=normalized; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True
