source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Начерт\1 вариант\_generated_pdf\Задача 8.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 8_pack,drawing,page_01,True,0.973702,6.372,4972,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Начерт\1 вариант\Задача 8_pack\pages\page_01.nc,C:\plotter_pdf\Начерт\1 вариант\Задача 8_pack\pages\page_01.gcode,C:\plotter_pdf\Начерт\1 вариант\Задача 8_pack\pages\page_01.pdf,C:\plotter_pdf\Начерт\1 вариант\Задача 8_pack\pages\page_01.svg,variant=a4_hybrid_frame; scale=1.0; clipping=False; source_crop_iou=0.133832; source_crop_corr=0.174403; detail_scale=1.0; frame_scale_x=0.9729; frame_scale_y=0.9822; header_scale_x=0.8571; header_scale_y=0.9427; header_content_paths=102; header_text_paths=0; header_thumb_target_w=31.75; header_text_scale=0.8571; detail_bbox=175.23x195.58 mm; condition_images_recovered=0; point_boxes_replaced=19; left_strip_removed=True; outer_border_removed=True
