source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка_pack,drawing,page_01,True,0.956404,mupdf_svg_paths,0.918148,0.824952,6.425,1480,833,282,209,"0.000..180.000 x, -295.000..-15.000 y",C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\20 вариант\МЧ00.52.00.07 Втулка_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.231811; source_crop_corr=0.185202; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_clean_bbox_scale=0.972991; clipped_segments=0
