source_pdf,package_dir,kind,item,ok,layout_similarity,draw_length_m,segments_total,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка_pack,drawing,page_01,True,0.970568,7.689,5623,"0.000..180.000 x, -282.278..-27.722 y",C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\МЧ00.01.00.02 Крышка_pack\pages\page_01.svg,variant=forced_a4_single_page; scale=0.606; clipping=False; forced_a4_single_page=True
